365629,Nwgui Lk,N,28857,6062005205
210494,C Alisx,Otkx,5639,7053563029
237939,Sn Ens,Fc,19532,2825778420
550560,Icam Y,Tzp,23449,9981277921
229799,Ugr Txg,R,17208,9695647448
451498,Ba Rbdd,Xuoi,31755,2615610504
270817,Wv Zpd,Sq,10946,6264743705
437380,Kwq I,Ygif,19196,8013828457
938916,Edt Uf,Apb,6031,2593037615
159535,Vcfb Gdmmk,Ef,7246,2492700490
910017,Lby Sqzr,Qkix,20341,0442286509
593871,Lzd Vhkx,Ztj,23573,4680895046
767331,Rpgjr Nor,Dqv,7794,5514717996
122370,Tjyzr Qomh,E,30512,5217548385
131320,Eje N,Wew,11321,8474344460
453721,Uio Wk,Lwkt,30135,0188494640
329124,Tx Ml,Ye,23670,8682675868
743566,Wni Wcdl,Pqv,32000,2133733054
112856,Fj Biog,Iptw,6370,4948463428
237837,Xe P,Boq,15536,5962689064
866354,Quz Ag,W,31150,5068541919
632229,Xc Ymxk,Mfs,31181,5462932563
972854,Bk G,Dqry,10559,3130663408
176605,Ub Hqa,Xgv,1571,1501400574
875283,Tce Mp,Usop,18830,0755494209
533770,Xk Ag,Bz,8062,4965987840
890582,Asen Yithl,Zkmt,26386,6771836338
159611,Udt Motju,Mq,15759,5398605638
660599,Pq Wdo,Cat,5285,3756061098
695371,Fvx Kwch,Jdtr,4100,3561439545
903722,Ndw Aucm,Lqd,13871,0204542168
566628,Fb Mozqp,Yxy,20017,8411554292
305760,Erns Wdil,Lis,30433,6273159598
674084,Migu Hdzhr,Wv,15908,0561226105
233125,Kza Eajw,Lklc,4203,3985083515
337160,Axm Jhs,Ai,9783,3850532973
349888,Xtd Umajpv,Odmp,378,0804696852
221785,Zhvi R,Nlor,32314,5500801644
109251,An Wgos,Eu,6342,5051723730
684495,Dgq Ph,Uo,10049,5791026909
799114,Lti Wc,Mv,20841,9581270967
984851,Tou Wf,O,30857,0979934140
262286,V Th,Gz,30504,2023437520
460868,Alr Th,Bpzs,3559,3888472126
508341,Cnfr Ki,H,10956,5308907280
498911,Rjt Rxy,Nck,21229,4685859721
972352,Fh Vhbh,Ogw,24982,5691892988
828617,Ll Fbvmn,X,10168,2493742196
599462,Xr Nq,Zk,18103,5641532329
797959,Ek Px,Ppe,5723,8544147591
490607,Jy Vgaf,K,7954,0695635285
265642,Hmtm Pz,Z,13286,2284285827
920391,Vq Xgbzk,Jm,25332,4207878183
251725,Xoo Pbml,Ko,28067,9268520128
497688,Eqjwkk Lql,Wxky,25000,8038643143
620748,Hv Jjod,Brve,13777,2139072809
709420,Kudy Hof,Lcnol,7769,9397552958
470410,K Z,Lamy,25925,2759607615
325784,V Gl,A,12181,9251654749
219716,Hht Fwtq,Mhqi,4362,2669143468
238474,Qu Odsq,Pf,9229,3490819387
970763,Ex Jh,Nod,13404,0222333102
709926,Q Mmkp,Dfsb,16545,6243013583
647123,Wm Uc,Ng,9556,7905394843
480743,Ysq Dp,Zmo,23156,0625366863
591544,Pa Hxuf,Wpv,16031,6909469361
663075,Lz Xnki,P,18564,5701786516
991129,Tm Olgogz,F,28704,4254024946
788919,Igs Zs,Ho,2859,2900674263
336114,Omag Gz,Vnv,24573,4683178725
285306,Lx Yv,Jy,17265,3426465482
798214,Iiss Pnd,Ps,26490,8416671028
431263,Vzkte Lekrh,As,13614,3132149624
722190,Tm Zj,Hww,27445,3625937639
705819,Racp Lwwna,Erb,8530,2969130623
490570,Ll H,Fbvfa,8384,6371511025
410734,Xo Gv,Kvl,1611,1831188335
428345,Cunol Cb,Fe,31725,6081174454
190794,Ks Uv,Tpmjhx,13951,6173162046
129681,Yj Zktx,Rr,16625,2804165837
919712,Pzb Hp,Lqi,5290,2961210080
659812,Rua F,Vtue,30169,7756038094
735478,Lfd Hg,Krhq,30838,7694931149
150239,Zsd Or,J,12630,9838521531
673052,Rugs Lrf,Ksbh,19222,7093357364
140097,Ikbvh Bdmh,Nbvt,11428,5032038859
803779,Vut Yzx,Jift,31721,7493401147
606438,Nqzx Lu,Ocpn,21806,3160848757
650248,Ej I,Tqovjr,24969,5157437292
452504,W Kn,Q,17066,0432688156
738911,Y Qrt,Myo,24235,6003985454
680989,Oy M,Ujw,5541,7027900641
512970,Dhx Xsetr,Lfc,24598,9130183034
373254,Gvcm Zgch,Hsk,27945,6533948920
955947,Iwerx Bnjq,Xuyzr,5372,8016895763
921454,Ndf Uqnj,Vcf,16146,9947687496
536718,Zss H,Hj,19952,0205010870
725424,Ftamh Lhov,Lxwz,29711,3373151780
119308,Mf V,Qi,21886,8085811516
691705,Uswh L,Hfaa,2126,6938981736
563260,X Kul,Gthi,23726,5281627880
709973,Shdy Zn,Kqo,22623,7209816227
883984,Oid Pl,Hz,19040,2201615596
867268,T Q,Mlg,7902,1567320889
613610,Teq Lct,Yh,27513,6522456238
478110,Kj Zmxqd,Qdnwo,28537,0794186107
495184,S Fds,Hu,26825,9647558502
770218,Oc Nek,Iee,24478,3543254518
740182,Vm Je,Oh,3548,0316177253
979138,Ca Vtgp,F,16590,1578917378
446521,Jr Q,Dsy,21739,4150952430
216871,Q Rcpmr,Eh,9964,7627967508
207366,Vjng H,Q,10048,5788169223
221164,A Iptdn,Ah,26980,6981821733
693164,Qj Txr,Zoo,21867,8633160692
733666,Wkk Ryz,Hso,9508,0327052290
955673,Ipk Bwf,Flz,21253,7035526527
695577,Jrut Kd,Ofe,32109,5251630447
746166,Xnr O,V,10468,0455547529
402652,Cxgs J,Q,213,5971420981
665653,Bfjy Xbv,Wyhs,13728,5090372523
777901,Eh Clq,Sg,15779,3382638567
161139,Onc Bu,Zmqyi,18828,9293860668
367331,Ryx Gu,Rbr,3562,4150266073
520085,Ftq Jej,Mru,25009,2807716667
807513,Jo Rcz,Mdd,2333,2051881275
601208,Ut Wk,Cnd,30857,6540225395
789463,Sv Kib,Bwp,18322,6756390636
871110,Res Cx,Wue,27994,8718275602
927636,Izecm F,Yaaoi,16982,3487251571
448046,Hcl Ovjjt,Rpt,20402,5696180475
535740,A Fv,Pzn,7224,7893703713
804983,Tmyoi Tpj,X,20760,8287635801
272938,Qnaqa Xmrj,Kf,19078,4556089037
235346,Wtf Sp,Yo,29708,5793483860
796557,W Tlkn,Qaaw,419,5159636944
797815,J Jup,Dfi,27731,1411865694
322210,Wbx Ht,Dzl,28631,6081060487
559786,Qb Rmxvt,Lwf,7274,8753249085
837505,W Bva,Vdcco,7479,6025774422
745483,Zqk Ejz,Ew,8435,7570700543
740825,Zhf Sxxl,E,14970,3849065083
722671,Zjxo E,Ghj,7863,0155671382
236347,Qwi Cfg,Vuf,26560,9092830145
315468,Qf Cl,Mhztf,22373,2621594789
352227,Y Qeb,Tv,15356,6319446612
681045,S Yz,Je,1406,5001858147
512017,Pb Rlhgy,On,10450,8551699728
231116,N Dlh,X,14542,5589104483
233112,Vgigc Gja,Uabq,26827,5506868436
755196,Cqb Ihuqx,Lmzf,15992,8575708652
358560,J Xs,Bi,16219,4439523776
507968,Wbedm Hzkuo,Gtvin,7255,4230069480
365334,Ctlkve Zcclg,Ltkd,30149,6063373044
544150,Cxrhw Ixr,Xdq,20918,3847940135
901770,Jhy Wi,Jmml,18099,6782824469
470162,Ir I,Uogq,29916,2424503424
580411,D Nxsri,A,1588,9812227278
783381,Ep Mbd,Zt,22630,3450394284
827622,Gf Bwb,Kdut,30754,5668110037
812969,Fbzn A,Oz,12456,1107975622
264440,D V,Vac,26298,9499492987
828370,Q Vof,Sxvj,12772,7084376193
950402,Hcxm Kidqs,Wo,3280,4362905167
278313,Js Hvbll,Edbxo,4570,8117682501
606746,Npu K,Onpv,18233,4156368930
601057,E Nzq,O,8861,5050360867
219446,Ccp Hu,Sap,4569,0821216493
557989,Ua Lv,Po,740,8746866860
156912,Zr Zei,Vb,22303,2127848591
417598,Erlg Z,Wocl,509,5910701234
316368,Ehp Omla,Zitx,7589,4478688394
595578,Inb Llczf,Hdxn,15795,3351715576
554620,Ceqvl An,Xspd,12246,6930038113
808389,Gtrp R,Xz,8934,6469331345
520542,Sq Fcmd,Cmdqq,29663,3635821103
994729,Lgjs X,Uwed,6103,4333292068
679550,Pv Hj,Bh,24469,2882277536
941172,P Ptfqo,X,6850,2757857184
960625,Xi Aafzf,Vu,23499,7150996320
289830,Gusxg Smibr,U,12527,9070431671
724154,S Few,O,8693,4704543968
230508,Bz Qtd,E,13889,8209325140
292145,Ljvz X,Cgag,25757,8906744883
713689,Cf Cg,Dyqi,8375,9978475281
401189,Lbg Ny,Ruf,21930,1878710290
714302,Glb Qs,Tbx,3001,6388027569
975072,Tjl Khla,Icd,3906,8075855509
115571,Mfy Haahi,Q,18665,9617253613
928290,Sjg Zj,Wol,12880,3928712067
652094,Luw Uav,Cyb,7197,3112688959
548455,Xhuvt Pz,Htm,32038,8671297707
363185,K Wl,Tze,13856,8276844853
843480,Vwsf Wl,Ixift,20960,0186447501
954086,X Waym,Pqiw,20256,7277933126
882323,At Ymqy,Drha,31467,2288198369
110071,F Pfitg,D,3286,5185544059
198611,Nz Cfy,Kr,14040,7445273226
759111,Xu Xls,R,12033,8188331768
686737,Io Tkw,Wq,3745,7854261763
883208,Hfq Knhdu,B,10095,7894244610
752096,O Ma,Bktd,23302,5234201781
410087,Buzm Frbz,Botv,16183,1251177501
871421,Dl Ct,Motvxc,8651,6769345052
261008,Vf Gfnm,Fpf,32032,6855438767
924010,F Qq,Df,28057,0297621031
448488,Yveb Fnpy,Mhc,8361,8720702337
805196,Wb Pmw,Gmrc,26838,9164903496
595658,Wc Ymy,Reqi,14980,5770506661
485513,I Dlym,Ccywz,23038,2588527384
596149,Cp Xl,Oivv,23912,7622841930
231434,U Ad,Ses,23132,8198299398
519142,Qtzk Qi,Ryb,30087,4324104173
228423,Idbxb Bmv,Old,6213,5588522246
733017,Ogha Oq,Ttco,24127,4025909755
110750,Ue Qqa,Xw,21467,2973654838
287652,Df Ht,Qt,6123,2434774864
491132,Pwmrh Tkpe,Rc,15507,8375412296
393630,Lei Mmc,O,20252,3458087697
496079,Kyb Jru,Fuo,20276,6512500380
393055,Tcv Rfg,P,21566,7111432573
311176,Wyk Xpi,Gjj,5880,2940867301
797713,Kcgv Yzty,Rc,14507,8461014396
395454,P Jmsokr,Uck,25025,5770195660
660777,Whqhq Ti,Yhs,12251,8465431612
606971,Xzc Cs,K,6276,3895307723
451856,Yow Nfqf,Mjrv,6857,5804528433
895680,Ui Zvt,Roxa,31468,4622560754
150701,Md Bzh,Mu,6731,7934522642
942562,Z Md,Vi,21616,5714052232
227825,Qf Asvb,R,21725,5791226237
383274,Htzf Wygxse,Am,6699,7677534503
183381,Tsjpw Bkl,Dd,24010,4237250093
376002,Eha Wmk,Pcj,6026,0578162425
923123,L Fv,T,3562,6386734744
195173,Thnj Uujy,Qps,1639,3337876247
258261,Pwnhm Hcn,I,704,8776111596
966697,Yiul Gab,Rmh,31697,3244211726
679233,M Sj,Fy,32566,3505055461
615701,Ca Fcbbz,E,31119,9052137507
822856,Rvzd Fvps,C,8360,5562762794
293162,S N,Qxt,18094,4570785279
510729,Tu Juk,Yne,5741,4851379719
466920,Hjtq Kawk,Wzfx,10116,3753039722
755855,Fcz Pdd,Ndk,26698,2572862867
210987,Hv Kp,Qok,27877,9332799054
894582,W Qdwrq,Srj,17669,2764897054
152156,Qtqpc Dz,Gv,2345,4886092740
323953,Ay Fm,Rl,20726,2181654764
895323,Q Gwn,Vc,12980,1033299099
646282,Tdc M,Gt,28684,4959267687
949819,Qjb Fne,Jnz,28219,2980094799
737878,Wxhiw Ni,Abqx,13343,1842955839
271827,Viv Kkn,Kvgwi,1857,9635575846
547108,Bmkikn D,Bal,22858,7924119734
454837,Dgji Erd,E,18148,6372431963
725526,Owmz Z,Ki,16406,1303248943
799138,G Amkbg,Eevvw,16875,2828840828
277320,Ef Vy,G,218,5237877378
318079,Y Fst,Evzh,8752,3905446368
621547,Hmgam Pp,Sdn,28190,2551196277
182735,Peo Kdru,Whmu,27225,9324563932
107814,Hf Cky,Llnoc,27560,1248606286
804061,E Nysj,Ut,31362,9137834392
961649,Afojj Ju,Rcy,7718,2748311827
506310,Ew Zl,Yll,15581,2120767168
476144,M Brwb,Dww,5986,8841336235
240755,E Ilz,Po,31451,2575905473
397468,Bl B,Dsy,12654,4019308146
614222,Rhf Psts,Aeu,24952,4507925739
253450,D Peeh,Jv,10323,9595942352
714044,Pttde Jo,Ba,22954,5884630529
367738,Wcld Xq,Yre,8142,5937952902
597922,L Gcto,Pm,17111,6550503977
835555,W Mtlg,Tmjr,1312,2137106459
263071,Jzq Jwcf,E,15819,1223474240
196672,Ie Urlw,Fd,18087,2743890852
690525,J Yvbvh,J,21936,5553993463
608331,Plg Itf,Ijs,26936,8853570566
588993,Md Xym,Kwli,12052,8045773807
148666,Lt Rzz,Lc,750,3690826592
171532,Dmg V,Lrbl,22497,2278765192
250251,R Vtxjy,Kjbct,32302,3380107981
444936,Vlt Ruiq,Piyuo,4057,2047961573
330830,T Vykn,Qxt,19353,5396843547
996697,Xdg Ymum,Rp,18109,7582236072
204457,Vfv Hmc,Rcdkx,30487,5005115381
151880,Nws Gun,Fk,19229,4744192377
885567,Dsn Gnze,Ovita,7984,4458814081
870140,Yeb Qghbu,Zdtri,14284,1242604658
585845,A Rbq,Wvf,14511,7258605135
425056,E Nst,Oaj,20032,4098335213
437602,Jz U,Wutd,30216,9781057233
147590,P Gyu,Tjrba,19474,1391245077
492490,Kabc Z,Oks,21822,6667862650
689613,Dl Pvq,Rek,11109,6186753695
688905,Bramt Qa,Tru,28926,6812274700
266029,Qlc Nk,Hbbg,30487,4267151388
429426,O Ff,B,11192,6850170163
265196,Hb X,Hrne,28218,8691878076
296008,Vmy O,Ty,28212,9702799406
897883,E Lvgh,T,4992,3933873008
560499,Afj Aso,H,1081,6315439046
409099,Tcemo Gljd,Hj,27047,5017473940
494719,Srje Ksd,Egmku,24948,1999592462
593939,Kyzm A,Ef,4837,5092263083
989266,Aha Sa,Km,6034,0169532296
940163,Cjg Gke,Xay,19939,4989527988
602067,Pttb Bx,Bvdxk,27072,0798345994
607118,Qrmf Pn,Dh,14551,6145413791
994977,Fci Dp,Kwii,3855,7689170468
609906,Iz Jqxsz,N,32534,6898151709
801054,X H,Dgp,10441,3765217061
521347,Hpc Nc,Nrd,12335,4526387714
841864,Xqiq Fcom,Zno,19712,5061325443
692009,Irre Qles,Qipy,23275,4275949703
631946,Btvz K,Tcn,29222,1516237754
643678,Q Z,Qjq,8658,1684205148
714870,Ax Ei,Krv,367,3470266629
136378,Fa Cfe,Qjw,1446,7646624172
187295,B Xkhit,Is,8533,4831217375
911849,Dj Xip,Szwz,790,5550411226
972737,Iez L,Al,13775,4010826792
808180,Rz T,Qff,7742,8294443469
934160,Eim F,Sxzdu,30525,8707321104
488049,Bk Pu,O,12154,2418835899
271658,Kvne M,B,11496,7856053529
202083,Vxe U,Ovpk,30083,2653389999
706613,Xzoyr Vonp,Uk,26520,6514400581
901443,Oms F,Ud,4729,4191345854
650857,Rolt Jh,Ikct,25973,2549176309
693130,Tjwbp Bwx,Ksvt,23358,7537840609
411809,Ru Wsscw,Wnnr,20995,3348869151
383582,Pa Jddl,Irmu,16463,4312686620
672083,R Ezy,Wlnb,1444,2948983563
460084,Hv Hps,Blum,11146,7650591047
885482,Bxnb We,Niao,19920,2227601781
769605,Bi Yjps,N,2449,8667665944
754353,Ruepo Jrof,Ps,14353,5788519218
826993,S Orsv,Tqtz,2018,3380729158
383491,Ujy E,Naexa,22752,4049841559
357470,Je Erg,Bsamh,29257,3364965321
863647,Mn Rpu,Jes,11549,8587847081
271777,Vuk Vt,P,10972,4414725705
542312,Upe Er,Sb,3876,1862472296
229285,Grzh Eb,Ytat,8678,9294221158
431112,Zgs Wc,Amoh,13918,8764277657
459726,Tt E,Ih,12009,8940061734
387276,Qfbh W,Iv,24188,9423200943
446860,Qol Dmt,Py,5050,1927054310
859921,Umeo Ggo,Jd,1633,8147531042
717194,Xodu Dy,D,20017,3488539128
321692,Gvx W,Iigh,31961,0367189737
158551,M Vi,Bb,18176,3298013022
582401,Vh Ytel,Fed,11046,2933675476
690477,Wob Qvvg,Ykpnhw,9375,8762929121
611585,Yk J,Ri,27169,3143131697
979715,Ebo Vlf,Tahg,11238,3641831648
437245,Fuwl Frre,Tfcc,1661,0717193529
724681,Sry W,Hemu,22193,7191866885
789628,Plog Wpbt,Pu,29938,3886053086
685438,Pgm L,B,20589,9618146163
601008,Rvtt Fns,Bd,19187,9917403921
349254,U Royjl,Fpc,5424,6102774447
171447,Cbb Ghlb,E,6776,4007208598
920564,Ayu Vvk,Xbmg,24372,1581450145
390106,Au L,Y,31604,3454059191
670888,Gwl Phnd,Ypjf,9624,9627366437
588165,K Ek,Vb,11332,7098722451
828935,Pwie Lua,Qu,17219,2886374468
217237,Lko P,Jq,26656,0781930414
458653,Le K,Tz,4372,2543466313
648741,Gt Kgwz,Kme,23536,7784506919
147845,Y Y,Sy,22413,0396813732
578565,Ui Yd,Jy,29010,0592146187
368557,U Rm,Yh,9352,4956915614
968132,Lfw Yno,Crv,20597,0268850693
556896,Sce Wu,U,24658,8718380867
883685,U Ju,Ffab,7845,4352390732
366846,Us X,Flo,20729,9721052436
359949,Gmz Dt,Ki,4366,9038979693
346745,Ej Bphz,Zbv,20287,3455322224
673599,Xuwm Xa,Idrlz,9116,3474597151
296196,Agyfd Bq,Vsk,21416,7923593720
874129,Q Nv,Fzf,13489,6541460580
803226,Bdmgk L,Ijv,24427,1586451058
229434,Rwhi Nuvl,Nmgz,17416,2624738938
746164,Trrzx Srw,Dkxt,3796,5085951552
977441,Gcoqxv Vzpr,Ei,31809,7035466963
400131,Ighj St,Rd,18791,4704795878
986114,Cfe Jw,P,11108,5665971316
115226,Fzy Pba,Vroxko,11501,4697881203
449450,Jkg Ny,Thoo,31209,7699575164
478403,Dnl Tcw,Fog,16883,7620750494
897376,V Qrdld,Ad,31370,0032356705
640717,Fjujag Fob,Eedix,31402,0150011864
541350,Vbdq Pcc,Ho,30469,6571352602
623001,Purri Ctv,G,24245,0125753796
582710,Bgk Hzy,Ck,25606,7021937091
837769,Odgc X,Jlf,17467,3371487631
405574,Eyh Yqex,Yaw,7263,9642273226
827022,Wpv Ukgy,Mp,952,2435826071
811860,Ma Ig,Qw,22006,2999823715
971394,Lcab Jn,Cwv,7010,1886687997
527949,J Fyux,Pth,21227,3423718893
798440,Wwa Mqhmm,Bs,3083,5786559757
703109,Wb Ufd,Cmj,18300,7795441740
520061,Ycv Yhn,Ovlkct,21032,8868305683
643539,Lkn Tppw,T,10462,3637058158
994765,Mxq Bymi,Rvr,14062,1969128893
347764,Tu Hjd,Vdc,5075,0044886342
594679,Pnvt Rqvw,Ug,10767,8494460866
606184,Dpyn Azqe,U,29252,5468335905
111044,Zlzrp Qr,Ovt,19663,3638042683
224960,Fr Hhm,Tvse,23779,4760719125
437913,Uy Pvjn,Hg,9124,4114642058
979035,Fngyz Fsc,Oyvs,3714,4811662587
435330,Bdp J,Xfxp,5347,0400927950
829666,I Ffyd,Mzz,14650,8767598160
212514,Gon Ewc,T,30312,1815536305
969484,Kkp Psrs,Rudn,316,9789566480
218468,Qup Gz,St,13117,1002477013
303590,Vcpmp Xwc,Asel,9771,2431453289
710714,Pwut Vsr,Lifa,11831,2077641367
934368,U Jz,Pei,7396,8794082519
188248,Mcc Wr,Froe,18495,1264001025
128536,Pu L,Va,3757,2661388267
714704,Hi Hr,Wdgmm,9454,4369634142
690613,S Lx,O,17693,1491839039
113954,Wlcm C,Vbfhd,18771,6086442154
574221,Nno Epm,Qxg,22744,4297697901
534762,R P,Lgyxu,20171,1938895748
785033,Pkho Ov,Iz,21281,9505895434
100188,Lcn Fnmc,Iex,2591,2804832248
463019,Tsc Gt,Zh,17189,5628728428
616876,Yzo Ydugq,Es,18713,7879613374
517269,Qmj Ws,Oqnt,91,9055856524
355013,Uzg Uqh,Jwpl,13692,0498365344
350731,Bvn Dk,Qto,10084,3645285528
115819,W D,Ymme,11160,4993462603
586932,Ss Cj,E,11930,7360506743
633210,Yjp Jb,Dl,19635,5680937524
756250,A Pvci,Lr,22397,9031771387
996641,Qtgyg Szhq,D,16177,6452135907
993189,P E,Znj,10021,8623351349
173300,N Clqxqp,Ygk,13488,9771719568
320641,Uexz Sv,Vn,29871,3612973549
472525,Gne Nr,Yivl,26145,7645049736
681212,So Nixi,Af,9584,6361910868
364168,Hg Ii,Cw,31279,0500854509
867315,Vxlf Qpgv,Mwmtd,27743,2397808923
549441,But Dui,Lpk,20027,4508115936
261875,Um Itdpv,V,10245,1885832184
174105,Msg Olf,Iz,31183,2960418949
995159,F Bl,Ct,15222,8656498253
567510,Y Igsb,Kh,14983,5681207119
230957,Mrkry Sxaym,Qo,18785,3573701019
538135,C Xhnf,Em,27748,3033543836
612430,Gjdv Uh,T,3165,6967916314
234193,Q Eo,Rh,6181,0483786575
106400,Zqzu Vs,Gzj,16731,1715313893
672432,Kagnv Mpmw,Usqp,24049,6071129677
217625,Gzqy Afr,Tbg,21789,0140876711
391777,U Rfn,Olg,28831,0488170707
379099,Cducu Kyhb,B,11749,9461095075
851331,Xtv P,Vd,12456,6490442278
119962,Cvpn Bzr,Cv,8960,9141827904
397986,Zyra Pmzp,Zy,9177,7154207697
396423,Qdx Dwon,Sxfiq,27907,7037493367
976092,Kho Voqk,Tan,18642,3890373516
118495,Hf U,O,10391,0861757535
421750,Lk Rf,I,28926,9563384339
672749,Scw Wkdi,Ynyh,24589,9347951754
150872,Mc Cls,Kurrgy,20326,8302198811
469910,Mjgs Lyf,I,19591,4325350500
318856,F Azn,Vy,25514,9899169009
351088,Ld Fe,Sb,10769,1575103068
962833,R Dxw,Lt,26212,6290740381
117369,Vtk Go,Sprl,4837,4857733015
998129,A Ziiw,Dlb,15223,4119385988
447394,Muztx Ahd,V,8725,8924707979
997824,Iohzc Fd,Ro,30200,1154850622
472221,Aot K,Lz,30440,3088070650
260021,T Plvwa,Asrq,23425,2575547466
795471,Rwq Lc,Tqsx,28464,8538553092
935833,Thf G,V,18953,4910701868
836048,Qa Tjbm,Oje,3196,8091925343
412721,Sw Vau,Fac,9409,8061748387
802216,Qi Z,Riqo,23241,2988563178
340038,Ihw Blw,Yd,2966,5733017895
915336,Ayd Di,Sqv,19704,8164100553
721171,Qgr Ikb,Qrw,26331,7040622197
531095,Ov Dpom,Yojy,21934,8091501177
267436,Wi Patg,W,11361,3338385962
656050,Hphc Y,Kwave,3733,6598530316
152719,Fucmz Amjo,Qzvjn,31385,0790007661
935368,Ltqu Hzbqd,Fy,17028,7023071766
823453,Yi Y,H,24716,0231921396
503551,V Tc,H,4203,3791705237
671240,Jdf T,Vep,10504,6888321261
110732,Tkhq Ef,Arf,28899,7802472746
596161,Nb Xbwrc,Fxn,6271,1716525160
539923,Xvu Pg,Jb,26778,1017287576
